timestamp,open,high,low,close,volume
2019-10-14,139.6900,140.2900,139.5200,139.5500,13591639
2019-10-11,140.1200,141.0300,139.5000,139.6800,25551065
2019-10-10,138.4900,139.6699,138.2500,139.1000,18396605
2019-10-09,137.4600,138.7000,136.9700,138.2400,20178482
2019-10-08,137.0800,137.7600,135.6200,135.6700,26783336
2019-10-07,137.1400,138.1800,137.0200,137.1200,16601284
2019-10-04,136.7500,138.2500,136.4200,138.1200,23839548
2019-10-03,134.9500,136.7500,133.2200,136.2800,26379798
2019-10-02,136.2500,136.3700,133.5799,134.6500,32001763
2019-10-01,139.6600,140.2500,137.0000,137.0700,22581929
2019-09-30,138.0500,139.2150,137.7800,139.0300,18430390
2019-09-27,140.1500,140.3600,136.6450,137.7300,22498958
2019-09-26,139.4400,140.1800,138.4400,139.5400,17813512
2019-09-25,137.5000,139.9580,136.0300,139.3600,22544054
2019-09-24,140.3600,140.6900,136.8800,137.3800,30016670
2019-09-23,139.2300,139.6300,138.4400,139.1400,17408374
2019-09-20,141.0100,141.6500,138.2500,139.4400,40040766
2019-09-19,140.3000,142.3700,140.0736,141.0700,36095413
2019-09-18,137.3600,138.6700,136.5299,138.5200,24473386
2019-09-17,136.9600,137.5200,136.4250,137.3900,17976285
2019-09-16,135.8300,136.7000,135.6600,136.3300,16731440
2019-09-13,137.7800,138.0600,136.5700,137.3200,23363057
2019-09-12,137.8500,138.4200,136.8700,137.5200,27009981
2019-09-11,135.9100,136.2700,135.0900,136.1200,24726117
2019-09-10,136.8000,136.8862,134.5100,136.0800,28903378
2019-09-09,139.5900,139.7500,136.4600,137.5200,25773932
2019-09-06,140.0300,140.1800,138.2000,139.1000,20824504
2019-09-05,139.1100,140.3837,138.7600,140.0500,26119520
2019-09-04,137.3000,137.6900,136.4800,137.6300,18015310
2019-09-03,136.6100,137.2000,135.7000,136.0400,18880773
2019-08-30,139.1500,139.1800,136.2700,137.8600,23946123
2019-08-29,137.2500,138.4400,136.9100,138.1200,20179716
2019-08-28,134.8800,135.7600,133.5500,135.5600,17343042
2019-08-27,136.3900,136.7200,134.6600,135.7400,23115635
2019-08-26,134.9900,135.5600,133.9000,135.4500,20325271
2019-08-23,137.1897,138.3500,132.8000,133.3900,38515386
2019-08-22,138.6600,139.2000,136.2900,137.7800,18709662
2019-08-21,138.5500,139.4935,138.0000,138.7900,14982314
2019-08-20,138.2100,138.7100,137.2400,137.2600,21188998
2019-08-19,137.8550,138.5500,136.8850,138.4100,24370543
2019-08-16,134.8800,136.4600,134.7200,136.1300,25026151
2019-08-15,134.3900,134.5800,132.2500,133.6800,28125416
2019-08-14,136.3600,136.9200,133.6700,133.9800,32527251
2019-08-13,136.0500,138.8000,135.0000,138.6000,25496593
2019-08-12,137.0700,137.8600,135.2400,135.7900,20484348
2019-08-09,138.6100,139.3800,136.4600,137.7100,23466701
2019-08-08,136.6000,138.9900,135.9300,138.8900,27496508
2019-08-07,133.7900,135.6500,131.8284,135.2800,33414539
2019-08-06,133.8000,135.6800,133.2100,134.6900,32696651
2019-08-05,133.3000,133.9298,130.7800,132.2100,42749551
2019-08-02,138.0900,138.3200,135.2600,136.9000,30791624
2019-08-01,137.0000,140.9383,136.9300,138.0600,40557502
2019-07-31,140.3300,140.4900,135.0800,136.2700,38598786
2019-07-30,140.1400,141.2199,139.8005,140.3500,16846528
2019-07-29,141.5000,141.5100,139.3663,141.0300,16605870
2019-07-26,140.3700,141.6750,140.3000,141.3400,19037600
2019-07-25,140.4300,140.6100,139.3215,140.1900,18356859
2019-07-24,138.9000,140.7400,138.8500,140.7200,20738275
2019-07-23,139.7600,139.9900,138.0300,139.2900,18034589
2019-07-22,137.4100,139.1900,137.3300,138.4300,25080760
2019-07-19,140.2200,140.6700,136.4500,136.6200,48992364
2019-07-18,135.5500,136.6200,134.6700,136.4200,30808707
2019-07-17,137.7000,137.9300,136.2200,136.2700,20210956
2019-07-16,138.9600,139.0500,136.5200,137.0800,22726128
2019-07-15,139.4400,139.5400,138.4600,138.9000,16651457
2019-07-12,138.8500,139.1300,138.0099,138.9000,18936832
2019-07-11,138.2000,139.2200,137.8700,138.4000,22327942
